"KDSATKER","KDDEPT","KDAKUN","REALISASI"
"018708","054","425131",1868364
"018712","054","425131",1427000
"018729","054","425131",2847080
"018733","054","425131",2774570
"018754","054","425131",2377009
"018761","054","425131",2825414
"018775","054","425131",1735187
"018782","054","425131",2774768
"018796","054","425131",1995392
"018801","054","425131",1640740
"018818","054","425131",1774660
"018822","054","425131",2002150
"018839","054","425131",996882
"018843","054","425131",25872052
"018850","054","425131",1719964
"018864","054","425131",3527910
"018871","054","425131",1673258
"018885","054","425131",1273662
"018892","054","425131",1533431
"018907","054","425131",1116296
"018911","054","425131",1379070
"018928","054","425131",1945020
"018932","054","425131",485585
"018949","054","425131",1348061
"018960","054","425131",1874000
"018974","054","425131",1856098
"018981","054","425131",1151756
"018995","054","425131",1511175
"019000","054","425131",931390
"019014","054","425131",1121480
"019021","054","425131",1607360
"019035","054","425131",1754000
"019042","054","425131",1826910
"019056","054","425131",0
"019060","054","425131",902346
"019081","054","425131",1428444
"019098","054","425131",920840
"019103","054","425131",1631136
"019110","054","425131",1718640
"019124","054","425131",1639526
"019131","054","425131",1372140
"019145","054","425131",1975645
"019152","054","425131",1515094
"019166","054","425131",1303830
"019170","054","425131",1653165
"019187","054","425131",2161005
"019191","054","425131",1318448
"019209","054","425131",21433488
"019220","054","425131",1491090
"019234","054","425131",1349410
"019241","054","425131",1019224
"019255","054","425131",3886230
"019262","054","425131",41353461
"019276","054","425131",1873701
"019280","054","425131",0
"019297","054","425131",1812316
"019302","054","425131",0
"019319","054","425131",2278122
"019323","054","425131",2821482
"019330","054","425131",2416948
"019351","054","425131",1778930
"019365","054","425131",765765
"019372","054","425131",1820930
"019386","054","425131",4167470
"019390","054","425131",1997644
"019408","054","425131",1995840
"019412","054","425131",2166780
"019429","054","425131",2703488
"019433","054","425131",2029111
"019440","054","425131",2721870
"019454","054","425131",1954260
"019461","054","425131",1344290
"019475","054","425131",1786790
"019482","054","425131",729037
"019501","054","425131",2671284
"019522","054","425131",1529796
"019539","054","425131",2160580
"019543","054","425131",1785580
"019550","054","425131",1611933
"019571","054","425131",1683876
"019585","054","425131",951174
"019607","054","425131",1466850
"019628","054","425131",1685814
"019632","054","425131",3141790
"019649","054","425131",13758697
"019653","054","425131",1300072
"019660","054","425131",960300
"019674","054","425131",1505540
"019681","054","425131",2089054
"019695","054","425131",2032580
"019717","054","425131",1018710
"019721","054","425131",1193000
"019738","054","425131",1582622
"019742","054","425131",2851620
"019759","054","425131",14186929
"019763","054","425131",1999000
"019770","054","425131",937520
"019791","054","425131",3544630
"019806","054","425131",2142162
"019827","054","425131",877218
"019831","054","425131",1679670
"019848","054","425131",1312744
"019852","054","425131",1740961
"019869","054","425131",1861128
"019873","054","425131",2636920
"019894","054","425131",1962828
"019902","054","425131",6360500
"019916","054","425131",2328830
"019920","054","425131",6009470
"019937","054","425131",10520123
"019941","054","425131",1431743
"019958","054","425131",0
"019962","054","425131",1406230
"019979","054","425131",891492
"019983","054","425131",1372500
"019990","054","425131",4555370
"121115","054","425131",1519340
"280823","054","425131",5236300
"416002","054","425131",16057158
"416003","054","425131",1968120
"416004","054","425131",0
"417794","054","425131",2106720
"417836","054","425131",2104940
"417843","054","425131",4109918
"427981","054","425131",1909750
"427990","054","425131",790020
"428001","054","425131",1582160
"428026","054","425131",1296261
"428032","054","425131",1479410
"428041","054","425131",2637180
"428057","054","425131",924529
"428063","054","425131",2429006
"428072","054","425131",20295974
"428094","054","425131",1976977
"428108","054","425131",1153120
"428114","054","425131",980568
"428120","054","425131",1804262
"428139","054","425131",1128726
"428145","054","425131",21617638
"428151","054","425131",4256474
"428160","054","425131",1395260
"428176","054","425131",934020
"428182","054","425131",2088504
"428191","054","425131",3530010
"428202","054","425131",2816510
"428211","054","425131",10838520
"428227","054","425131",1892710
"428233","054","425131",1985110
"428242","054","425131",1833330
"428258","054","425131",5873260
"428264","054","425131",1880670
"428270","054","425131",3156620
"428295","054","425131",1666484
"428309","054","425131",1464800
"428315","054","425131",2806320
"428321","054","425131",13408833
"428330","054","425131",1938914
"428346","054","425131",1446960
"428352","054","425131",1257682
"428361","054","425131",1684594
"428377","054","425131",11284813
"428383","054","425131",2306710
"428392","054","425131",1617078
"428403","054","425131",1346750
"428412","054","425131",2300000
"428428","054","425131",3518600
"428434","054","425131",1184980
"428440","054","425131",1992304
"428459","054","425131",14720700
"428465","054","425131",1494000
"428471","054","425131",2150000
"428480","054","425131",4070000
"428496","054","425131",2590000
"428500","054","425131",1750000
"428516","054","425131",1720000
"428522","054","425131",7463728
"428531","054","425131",11008000
"428547","054","425131",1244000
"428553","054","425131",1530000
"428562","054","425131",1360000
"428578","054","425131",1505000
"428584","054","425131",1610000
"428590","054","425131",1790000
"428604","054","425131",1346000
"428610","054","425131",1992000
"428629","054","425131",1608000
"428635","054","425131",19744360
"428641","054","425131",2434350
"428650","054","425131",1235240
"428666","054","425131",2567400
"428672","054","425131",2122005
"428681","054","425131",1630320
"428701","054","425131",17490015
"428732","054","425131",1341375
"428748","054","425131",1015299
"428754","054","425131",1086000
"428760","054","425131",630000
"428779","054","425131",16178695
"428785","054","425131",1534130
"428791","054","425131",3131480
"428805","054","425131",5312613
"428811","054","425131",2136150
"428820","054","425131",18053673
"428836","054","425131",1733470
"428851","054","425131",1618836
"428867","054","425131",1220636
"428873","054","425131",1217670
"428882","054","425131",1631090
"428898","054","425131",1938593
"428902","054","425131",1365309
"428918","054","425131",1756098
"428924","054","425131",5612328
"428930","054","425131",740785
"428949","054","425131",1771690
"428955","054","425131",1326180
"428961","054","425131",1391900
"428970","054","425131",0
"428986","054","425131",3299290
"428992","054","425131",1383950
"429006","054","425131",2700263
"429012","054","425131",1783420
"429021","054","425131",2632968
"429037","054","425131",3097015
"429043","054","425131",1420890
"429052","054","425131",1661126
"429068","054","425131",16305902
"429074","054","425131",1686350
"429080","054","425131",2394280
"429099","054","425131",1181140
"429100","054","425131",1170280
"429119","054","425131",17630885
"429125","054","425131",7168839
"429131","054","425131",7492647
"429140","054","425131",6408540
"429156","054","425131",10704412
"429162","054","425131",7534980
"429171","054","425131",18730718
"429187","054","425131",2349000
"429193","054","425131",2440000
"429207","054","425131",2100000
"429213","054","425131",1683000
"429222","054","425131",2408000
"429238","054","425131",2410000
"429244","054","425131",1990000
"429250","054","425131",1920000
"429269","054","425131",11400951
"429275","054","425131",1987034
"429281","054","425131",1673090
"429290","054","425131",4086828
"429301","054","425131",2284926
"429310","054","425131",1541700
"429326","054","425131",1703740
"429332","054","425131",17797221
"429341","054","425131",793359
"429357","054","425131",1037240
"429363","054","425131",1028568
"429372","054","425131",1069510
"429388","054","425131",854520
"429394","054","425131",1495240
"429408","054","425131",2411722
"429414","054","425131",237430
"429420","054","425131",991800
"429439","054","425131",1957590
"429445","054","425131",1437980
"429451","054","425131",1009650
"429460","054","425131",17813180
"429482","054","425131",13640000
"429491","054","425131",2402400
"429502","054","425131",6593388
"429511","054","425131",1468775
"429527","054","425131",10573006
"429533","054","425131",17159450
"429542","054","425131",7757750
"429558","054","425131",17284020
"429564","054","425131",18245770
"429570","054","425131",1720290
"429589","054","425131",2549290
"429595","054","425131",1074040
"429609","054","425131",1521080
"429615","054","425131",1900370
"535422","054","425131",1275464
"539170","054","425131",41580
"552560","054","425131",1209850
"560642","054","425131",1011437
"560656","054","425131",2062000
"560677","054","425131",2590500
"576647","054","425131",1472430
"613298","054","425131",972360
"613303","054","425131",1220780
"613310","054","425131",523710
"613640","054","425131",1330791
"613654","054","425131",377800
"613661","054","425131",1537038
"636888","054","425131",13580015
"636892","054","425131",13204013
"636900","054","425131",5699450
"636914","054","425131",2076820
"636921","054","425131",1998752
"636935","054","425131",1953941
"636942","054","425131",1386000
"636956","054","425131",2718914
"636960","054","425131",2262970
"636977","054","425131",3446982
"636981","054","425131",2046194
"636998","054","425131",1506270
"637000","054","425131",1695226
"637017","054","425131",1351690
"637021","054","425131",2956570
"637038","054","425131",1817687
"637042","054","425131",10267416
"637059","054","425131",1634280
"637063","054","425131",1962954
"637070","054","425131",2897640
"637084","054","425131",1013727
"637091","054","425131",1902290
"637106","054","425131",1765000
"637110","054","425131",1464390
"637127","054","425131",1034550
"637131","054","425131",2090910
"637152","054","425131",1195650
"637169","054","425131",2298040
"637173","054","425131",1790000
"637180","054","425131",1560000
"637194","054","425131",3290020
"637202","054","425131",1250080
"637220","054","425131",1740886
"637237","054","425131",1601370
"637241","054","425131",1003000
"637258","054","425131",3395400
"637262","054","425131",1769024
"637279","054","425131",4069957
"637283","054","425131",2525407
"637290","054","425131",8017378
"637305","054","425131",4896844
"637312","054","425131",10597884
"637326","054","425131",1983942
"637330","054","425131",3273600
"637347","054","425131",4235000
"637351","054","425131",20370900
"652151","054","425131",1147610
"652165","054","425131",1618650
"652186","054","425131",1973840
"652208","054","425131",1697840
"652212","054","425131",1900328
"652229","054","425131",2630268
"652233","054","425131",1867640
"652240","054","425131",2574912
"652254","054","425131",2423750
"652261","054","425131",2536017
"667058","054","425131",16492440
"667062","054","425131",13269379
"667079","054","425131",44850825
"667083","054","425131",1323630
"667090","054","425131",1878530
"667112","054","425131",1705935
"667126","054","425131",1558909
"667130","054","425131",2262870
"667147","054","425131",1875490
"667151","054","425131",1687536
"667168","054","425131",1490679
"667172","054","425131",1351708
"667189","054","425131",1718140
"667193","054","425131",1475035
"667201","054","425131",1753873
"667215","054","425131",1651970
"667222","054","425131",1564455
"667236","054","425131",1217070
"667240","054","425131",1514920
"667257","054","425131",1419000
"667261","054","425131",1477700
"667282","054","425131",2319759
"667299","054","425131",3609280
"667304","054","425131",1626170
"667311","054","425131",2030044
"667325","054","425131",1835820
"667332","054","425131",4440000
"667346","054","425131",1680000
"667350","054","425131",1750000
"667367","054","425131",1499000
"667371","054","425131",1650000
"667388","054","425131",1804690
"667392","054","425131",1822360
"667400","054","425131",2075970
"667414","054","425131",1699700
"667421","054","425131",1305156
"667435","054","425131",1883037
"667442","054","425131",1557133
"667456","054","425131",1090840
"667460","054","425131",1225700
"667477","054","425131",1189820
"667481","054","425131",860000
"667498","054","425131",715000
"667503","054","425131",5850845
"667510","054","425131",1043609
"667524","054","425131",10135902
"667531","054","425131",6780598
"667552","054","425131",10333400
"668486","054","425131",1977079
"668490","054","425131",958181
"668508","054","425131",3373180
"668512","054","425131",1424540
"668529","054","425131",1402250
"668533","054","425131",1606013
"668540","054","425131",1452230
"668554","054","425131",856058
"668561","054","425131",1458310
"668575","054","425131",1492800
"668582","054","425131",1437250
"668601","054","425131",1562160
"668618","054","425131",1560000
"668622","054","425131",1500000
"668639","054","425131",1514000
"668643","054","425131",1630000
"668650","054","425131",2145000
"668664","054","425131",1732032
"668671","054","425131",1324392
"668685","054","425131",1662800
"668692","054","425131",1387584
"668707","054","425131",1074582
"668711","054","425131",9829659
"668728","054","425131",11681910
"668732","054","425131",9314660
"668749","054","425131",7128000
"668753","054","425131",6835298
"668760","054","425131",1755776
"668781","054","425131",25365500
"668795","054","425131",3297406
"668800","054","425131",901670
"668817","054","425131",12846342
"668821","054","425131",8470000
"668838","054","425131",9338696
"668842","054","425131",9407378
"668859","054","425131",11084710
"668863","054","425131",8457041
"668870","054","425131",8131445
"673495","054","425131",1692910
"673500","054","425131",2254410
"673517","054","425131",2313792
"673521","054","425131",1271440
"673542","054","425131",1491760
"673559","054","425131",1040810
"673563","054","425131",1311540
"673570","054","425131",2108988
"673584","054","425131",1220100
"682317","054","425131",2037420
"682321","054","425131",1640930
"682338","054","425131",923530
"682342","054","425131",954768
"682359","054","425131",1656180
"682363","054","425131",1635182
"682370","054","425131",950504
"682384","054","425131",1242582
"682391","054","425131",3589024
"682406","054","425131",9558370
"682410","054","425131",944868
"682427","054","425131",2716560
"682431","054","425131",1587620
"689121","054","425131",1020210
"689142","054","425131",1621620
"689156","054","425131",1454920
"689160","054","425131",1654136
"689177","054","425131",1204550
"689181","054","425131",2181056
"689198","054","425131",2180860
"689203","054","425131",1877220
"690328","054","425131",5187134
"690332","054","425131",47973800
"428383","054","425139",0
"429558","054","425139",0
"636900","054","425139",0
"018576","054","425173",173751672
"690332","054","425411",6364500000
"690328","054","425421",4023500000
"018576","054","425432",20900597400
"018580","054","425432",246562800
"018597","054","425432",5030702400
"018843","054","425432",2545219200
"019262","054","425432",12224160000
"019649","054","425432",8188857000
"019759","054","425432",12579816000
"019937","054","425432",4363309200
"416002","054","425432",1603371000
"428072","054","425432",2553805200
"428145","054","425432",5538823800
"428211","054","425432",7759060200
"428321","054","425432",7230273000
"428377","054","425432",8365735800
"428459","054","425432",5533536600
"428522","054","425432",7714673400
"428635","054","425432",1901271000
"428701","054","425432",5484601800
"428779","054","425432",6477606000
"428820","054","425432",16605387000
"429068","054","425432",6611476200
"429119","054","425432",3927840000
"429207","054","425432",522749000
"429269","054","425432",1610026800
"429332","054","425432",11784799200
"429460","054","425432",4717519200
"429564","054","425432",4145415000
"636888","054","425432",3527236800
"636892","054","425432",7952946000
"636900","054","425432",2104038000
"636914","054","425432",2227038000
"667058","054","425432",910719600
"667062","054","425432",3344409600
"667079","054","425432",2880997200
"018576","054","425435",4025923204
"018580","054","425435",296551
"018597","054","425435",36248963
"018843","054","425435",9040400
"018907","054","425435",0
"019209","054","425435",1533061
"019262","054","425435",14642649
"019280","054","425435",2104400
"019649","054","425435",74300
"019759","054","425435",771041
"019937","054","425435",4811066
"428145","054","425435",422063
"428211","054","425435",10641271
"428321","054","425435",553642
"428459","054","425435",3566
"428522","054","425435",0
"428635","054","425435",0
"428701","054","425435",125125
"428717","054","425435",0
"428779","054","425435",713933
"428820","054","425435",468289
"429068","054","425435",58400
"429269","054","425435",510764
"429332","054","425435",3908397
"429564","054","425435",410
"429615","054","425435",100000
"636888","054","425435",160000
"636892","054","425435",64464
"636900","054","425435",815274
"667079","054","425435",444826
"668753","054","425435",0
"018619","054","425764",0
"019810","054","425764",0
"689142","054","425764",0
"018576","054","425791",2666968536
"428191","054","425791",1500000
"018576","054","425792",0
"429589","054","425792",0
"019077","054","425793",0
"018576","054","425811",798427768
"018580","054","425811",132442
"018911","054","425811",21879000
"019518","054","425811",3365000
"019920","054","425811",2660000
"416003","054","425811",25007190
"428522","054","425811",93923
"428717","054","425811",3909000
"429269","054","425811",745842
"429332","054","425811",495677
"429460","054","425811",36790
"429476","054","425811",57400
"636977","054","425811",4337054
"637017","054","425811",217980
"637326","054","425811",3940000
"652190","054","425811",51986000
"667400","054","425811",731436
"668540","054","425811",177804
"673559","054","425811",24446712
"690328","054","425811",0
"690332","054","425811",493200
"018907","054","425839",3790000
"018911","054","425839",590000
"019014","054","425839",2016000
"019077","054","425839",7140000
"019234","054","425839",0
"428001","054","425839",1358000
"428211","054","425839",1358000
"429564","054","425839",1305000
"539170","054","425839",870000
"560656","054","425839",2180000
"018576","054","425911",88487753
"018580","054","425911",631800
"018597","054","425911",2663450
"018602","054","425911",5580850
"018619","054","425911",6507300
"018665","054","425911",141
"018686","054","425911",331170
"018740","054","425911",350348
"018754","054","425911",1321690
"018775","054","425911",40500000
"018782","054","425911",9720000
"018796","054","425911",100
"018843","054","425911",35147
"018850","054","425911",265000
"018892","054","425911",72
"018949","054","425911",54
"018953","054","425911",1620000
"018995","054","425911",86
"019042","054","425911",185000
"019056","054","425911",2107910
"019110","054","425911",1480000
"019124","054","425911",11880132
"019187","054","425911",1775000
"019209","054","425911",3363290
"019255","054","425911",671516
"019262","054","425911",2771406
"019297","054","425911",9
"019319","054","425911",1824500
"019408","054","425911",48
"019412","054","425911",13918100
"019440","054","425911",1326600
"019482","054","425911",555150
"019501","054","425911",1131
"019649","054","425911",185096
"019653","054","425911",180119
"019660","054","425911",130
"019681","054","425911",116
"019695","054","425911",133
"019738","054","425911",28
"019742","054","425911",66320
"019759","054","425911",5799050
"019763","054","425911",7216150
"019784","054","425911",370195
"019827","054","425911",4473800
"019852","054","425911",6480000
"019902","054","425911",6617300
"019916","054","425911",116900
"019920","054","425911",185000
"019937","054","425911",1800000
"019941","054","425911",2220000
"019990","054","425911",74000
"072515","054","425911",35150
"253305","054","425911",1631700
"427990","054","425911",649
"428072","054","425911",70497
"428088","054","425911",130
"428108","054","425911",290
"428211","054","425911",1850162
"428227","054","425911",540425
"428233","054","425911",332
"428264","054","425911",215
"428270","054","425911",178
"428295","054","425911",2700000
"428321","054","425911",24149400
"428346","054","425911",35150
"428383","054","425911",1480259
"428459","054","425911",1295000
"428496","054","425911",25055000
"428522","054","425911",10103032
"428531","054","425911",5325000
"428553","054","425911",710000
"428562","054","425911",35000
"428610","054","425911",10730000
"428791","054","425911",23760000
"428820","054","425911",234
"428898","054","425911",10800000
"428930","054","425911",33
"428949","054","425911",16755150
"429068","054","425911",11260000
"429074","054","425911",30
"429080","054","425911",740332
"429119","054","425911",160
"429125","054","425911",45900000
"429140","054","425911",36180000
"429156","054","425911",1959
"429162","054","425911",225
"429171","054","425911",41
"429213","054","425911",21600000
"429269","054","425911",13871000
"429275","054","425911",1171
"429281","054","425911",11880195
"429332","054","425911",9474206
"429357","054","425911",49801130
"429363","054","425911",449
"429388","054","425911",35640115
"429394","054","425911",16200000
"429445","054","425911",185098
"429460","054","425911",370732
"429482","054","425911",370000
"429502","054","425911",2700000
"429542","054","425911",370000
"429570","054","425911",1065000
"429589","054","425911",1295000
"429609","054","425911",960000
"429615","054","425911",1380
"535422","054","425911",3057972
"539163","054","425911",370164
"539170","054","425911",210612
"560642","054","425911",126
"576647","054","425911",8640000
"613303","054","425911",39
"613310","054","425911",1491026
"613654","054","425911",470050
"636892","054","425911",5547992
"636914","054","425911",12070000
"636935","054","425911",2345050
"637042","054","425911",2885000
"637059","054","425911",21
"637106","054","425911",163
"637110","054","425911",27
"637152","054","425911",4320000
"637173","054","425911",912100
"637180","054","425911",6750000
"637241","054","425911",216
"637305","054","425911",3780052
"637330","054","425911",555000
"652208","054","425911",3240060
"667058","054","425911",5230000
"667079","054","425911",149600
"667112","054","425911",4320000
"667189","054","425911",3136100
"667201","054","425911",7560000
"667278","054","425911",28
"667346","054","425911",3246200
"667367","054","425911",6480000
"667414","054","425911",76000
"667456","054","425911",1620310
"667498","054","425911",30
"667510","054","425911",35640000
"667531","054","425911",450
"667545","054","425911",32400000
"668490","054","425911",30
"668561","054","425911",2700200
"668601","054","425911",2725000
"668711","054","425911",38880069
"673495","054","425911",72
"682321","054","425911",1039000
"682338","054","425911",100
"682359","054","425911",50
"682391","054","425911",14581215
"682427","054","425911",17
"689121","054","425911",3240000
"689177","054","425911",185000
"689181","054","425911",1480000
"690328","054","425911",560900
"018576","054","425912",990963023
"018597","054","425912",11603958
"018619","054","425912",1298000
"018740","054","425912",55800
"018754","054","425912",2259790
"018801","054","425912",1450000
"018839","054","425912",332500
"018843","054","425912",27050000
"019014","054","425912",403200
"019081","054","425912",741800
"019262","054","425912",50000
"019280","054","425912",468720
"019319","054","425912",400000
"019440","054","425912",106800000
"019482","054","425912",170000
"019539","054","425912",1616420
"019592","054","425912",120000
"019738","054","425912",40437600
"019742","054","425912",1786000
"019759","054","425912",8632750
"019810","054","425912",42436501
"019916","054","425912",2024875
"019937","054","425912",5393565
"072515","054","425912",370000
"280823","054","425912",2775647
"417836","054","425912",135000
"428151","054","425912",1455410
"428258","054","425912",1525000
"428346","054","425912",160000
"428383","054","425912",13720000
"428522","054","425912",3900327
"429119","054","425912",250000
"429156","054","425912",165056
"429301","054","425912",1620000
"429357","054","425912",680000
"429511","054","425912",710000
"429589","054","425912",622500
"535422","054","425912",2159250
"539163","054","425912",387500
"539170","054","425912",150000
"560660","054","425912",3720000
"636921","054","425912",18000000
"637148","054","425912",40000
"637173","054","425912",582000
"667189","054","425912",1150000
"667215","054","425912",3760000
"667257","054","425912",5450000
"667299","054","425912",200000
"667414","054","425912",1400000
"667531","054","425912",12388955
"668486","054","425912",34152159
"668529","054","425912",1008090
"668650","054","425912",956000
"668692","054","425912",7650000
"668728","054","425912",1310610
"668774","054","425912",580000
"668870","054","425912",3620000
"682317","054","425912",1195000
"682342","054","425912",70000
"689114","054","425912",60000
"689203","054","425912",1284000
"690328","054","425912",7732600
"690332","054","425912",44300000
"018576","054","425913",291539322
"018911","054","425913",71081083
"019791","054","425913",11832793
"280823","054","425913",5000000
"416002","054","425913",10156417261
"416003","054","425913",19426756
"428562","054","425913",29551602
"428604","054","425913",520000
"428851","054","425913",40500000
"652190","054","425913",13028965
"668533","054","425913",20884000
"689114","054","425913",1015120
"018576","054","425931",54434741
"019440","054","425991",0
"019937","054","425991",0
"428057","054","425991",258002
"428681","054","425991",1375000
"429570","054","425991",0
"560677","054","425991",475000
"667524","054","425991",138848
"018576","054","425999",35390781
"019653","054","425999",19400
"428383","054","425999",0
"429527","054","425999",360000
"429542","054","425999",555162
"637131","054","425999",331
"667282","054","425999",0
"668650","054","425999",720
"682391","054","425999",1
"690328","054","425999",0
"017312","055","425122",166888888
"017312","055","425131",80100500
"017312","055","425137",0
"017312","055","425791",35000000
"017312","055","425911",1576613804
"017312","055","425912",1270377566
"180060","055","425912",300000
"220060","055","425912",5834300
"966010","055","425912",425969478
"017312","055","425913",90761561
"017312","055","425991",16780465
"017312","055","425999",1
"429759","056","425121",550000
"429847","056","425121",2810000
"430100","056","425121",58888888
"431660","056","425121",4567899
"432113","056","425121",12000000
"432509","056","425121",30633554
"605817","056","425121",67850000
"105208","056","425122",620000
"350943","056","425122",0
"352408","056","425122",35666666
"352409","056","425122",207727735
"352411","056","425122",48611111
"401313","056","425122",260000
"417869","056","425122",65056000
"429692","056","425122",57500998
"429847","056","425122",97599999
"429929","056","425122",16399999
"430065","056","425122",18278000
"430071","056","425122",37399999
"430184","056","425122",47731686
"430204","056","425122",18850000
"430385","056","425122",18326483
"430391","056","425122",12751000
"430482","056","425122",27200000
"430498","056","425122",27888999
"430549","056","425122",25000699
"430700","056","425122",4000800
"430731","056","425122",29710998
"430771","056","425122",3000000
"430875","056","425122",11200600
"430890","056","425122",43611865
"430972","056","425122",27000000
"431102","056","425122",130757000
"431111","056","425122",22938888
"431246","056","425122",12262000
"431277","056","425122",2240000
"431371","056","425122",38381997
"431400","056","425122",39035941
"431535","056","425122",34985543
"431541","056","425122",55643211
"431550","056","425122",29777000
"431597","056","425122",6496643
"431632","056","425122",31687000
"431818","056","425122",1900000
"431921","056","425122",61899500
"432144","056","425122",169774999
"432150","056","425122",103254924
"432190","056","425122",33808234
"432552","056","425122",2983000
"446000","056","425122",6299999
"446062","056","425122",3392000
"506141","056","425122",12999999
"531521","056","425122",3678999
"613565","056","425122",5347899
"613828","056","425122",77215355
"622000","056","425122",5123456
"622014","056","425122",27100000
"634078","056","425122",14003998
"637532","056","425122",2430500
"648570","056","425122",9159416
"649970","056","425122",44337999
"662660","056","425122",19759000
"664482","056","425122",24578999
"666358","056","425122",2500000
"667016","056","425122",540000
"667719","056","425122",1567999
"667861","056","425122",61459997
"668341","056","425122",85932999
"689430","056","425122",6577777
"230812","056","425129",15290000
"417795","056","425129",52770007
"429728","056","425129",2300000
"429765","056","425129",27333333
"429853","056","425129",0
"430147","056","425129",17899999
"430301","056","425129",2380000
"430323","056","425129",12888888
"430332","056","425129",1999999
"430442","056","425129",18200000
"430674","056","425129",305000
"430740","056","425129",3000000
"430771","056","425129",5899999
"430787","056","425129",77688000
"430988","056","425129",2000000
"431039","056","425129",16029000
"431158","056","425129",10138900
"431170","056","425129",7615000
"431221","056","425129",23232323
"431453","056","425129",260000
"431535","056","425129",4000000
"432056","056","425129",0
"432087","056","425129",13650000
"432107","056","425129",7555999
"432122","056","425129",0
"432210","056","425129",22580900
"432308","056","425129",600000
"520408","056","425129",36155500
"561597","056","425129",21437000
"634078","056","425129",0
"637546","056","425129",4107000
"669034","056","425129",56420794
"669062","056","425129",770070
"675645","056","425129",2200000
"681670","056","425129",5200000
"429621","056","425131",427392503
"429646","056","425131",0
"429652","056","425131",62965000
"429683","056","425131",0
"429703","056","425131",164193000
"429800","056","425131",21216000
"429816","056","425131",19191000
"429935","056","425131",661500
"429972","056","425131",7870000
"430071","056","425131",5226000
"430131","056","425131",870000
"430147","056","425131",0
"430153","056","425131",26481500
"430162","056","425131",0
"430178","056","425131",264600
"430190","056","425131",44636000
"430385","056","425131",3150000
"430436","056","425131",3033000
"430467","056","425131",5307500
"430674","056","425131",625002
"430699","056","425131",1250004
"430725","056","425131",2970000
"430793","056","425131",1907740
"430963","056","425131",5000000
"430972","056","425131",3000000
"431111","056","425131",70584000
"431328","056","425131",0
"431510","056","425131",5053520
"431572","056","425131",206952
"431654","056","425131",2645511
"431952","056","425131",0
"432107","056","425131",20525000
"432495","056","425131",18704000
"432509","056","425131",2898000
"432546","056","425131",0
"432552","056","425131",2900000
"432561","056","425131",3415000
"506357","056","425131",5135000
"524465","056","425131",26319000
"552577","056","425131",1676025
"621960","056","425131",0
"648591","056","425131",0
"666379","056","425131",1975000
"673758","056","425131",17713000
"429683","056","425139",28350000
"430482","056","425139",350000
"430972","056","425149",0
"429796","056","425173",55473284
"446000","056","425173",553315885
"022209","056","425259",40197022
"039733","056","425259",8965375
"061201","056","425259",4507516
"061820","056","425259",752058
"065301","056","425259",486208
"091324","056","425259",2252301
"111910","056","425259",253870208
"121019","056","425259",37905832
"171175","056","425259",193822201
"192520","056","425259",1063476
"242115","056","425259",2252108
"242207","056","425259",2252984
"280332","056","425259",7658723
"280536","056","425259",564364949
"295401","056","425259",42462128
"320514","056","425259",6904473
"330830","056","425259",1782378
"352409","056","425259",7945437042
"352621","056","425259",4534377
"417795","056","425259",2649064584
"417841","056","425259",38160011
"417869","056","425259",16709726
"429002","056","425259",600586
"429004","056","425259",2032714256
"429010","056","425259",125749
"429703","056","425259",196197661
"429712","056","425259",52902626
"429728","056","425259",448084
"429734","056","425259",52419062
"429740","056","425259",4402999
"429759","056","425259",22705828
"429765","056","425259",5169901
"429771","056","425259",825393779
"429780","056","425259",30206479
"429796","056","425259",12969487
"429800","056","425259",12681270
"429816","056","425259",76732172
"429822","056","425259",283643384
"429831","056","425259",3374724367
"429847","056","425259",846045134
"429853","056","425259",1110542955
"429878","056","425259",465664663
"429890","056","425259",52561210
"429904","056","425259",39353471
"429905","056","425259",566799
"429910","056","425259",7283484
"429915","056","425259",2605489
"429929","056","425259",21350542
"429941","056","425259",23018322
"429950","056","425259",879480
"429966","056","425259",302615
"429972","056","425259",6813291
"429981","056","425259",10043691
"429997","056","425259",126541193
"430003","056","425259",60873447
"430012","056","425259",12711890
"430028","056","425259",23711365
"430034","056","425259",38544882
"430040","056","425259",8016471
"430059","056","425259",43924722
"430065","056","425259",65921163
"430071","056","425259",19996097
"430080","056","425259",72199747
"430096","056","425259",49724048
"430100","056","425259",15730505
"430116","056","425259",14153517
"430122","056","425259",7433541
"430131","056","425259",10272572
"430147","056","425259",35922077
"430153","056","425259",25851936
"430162","056","425259",36604035
"430178","056","425259",27838996
"430204","056","425259",17374140
"430210","056","425259",259529773
"430229","056","425259",68442910
"430235","056","425259",295179517
"430241","056","425259",189156762
"430250","056","425259",34894293
"430266","056","425259",36088027
"430272","056","425259",39246794
"430297","056","425259",5977078
"430301","056","425259",52742263
"430317","056","425259",32004094
"430323","056","425259",8202395
"430332","056","425259",83042066
"430348","056","425259",9320589
"430354","056","425259",15998552
"430360","056","425259",13124829
"430379","056","425259",141752158
"430385","056","425259",48648825
"430391","056","425259",2873619
"430405","056","425259",17436386
"430411","056","425259",1983391
"430420","056","425259",5465303
"430436","056","425259",22966155
"430442","056","425259",81601180
"430451","056","425259",11010924
"430473","056","425259",2630813
"430482","056","425259",55650951
"430498","056","425259",214928254
"430502","056","425259",16916581
"430518","056","425259",13350267
"430524","056","425259",1143247
"430530","056","425259",11609778
"430549","056","425259",322776
"430555","056","425259",54719788
"430586","056","425259",239269616
