"KDSATKER","MAX(REVISION_NUMBER)"
"437611",7
"437627",6
"437633",7
"437642",6
"437658",4
"437664",6
"437670",4
"437689",6
"437695",7
"437709",6
"437715",6
"437721",5
"437730",3
"437746",3
"437752",5
"437777",6
"437783",10
"437792",10
"437803",7
"437812",5
"437828",5
"437834",5
"437840",7
"437859",8
"437865",4
"437871",7
"437896",9
"437900",6
"437922",5
"437931",6
"437953",7
"437962",6
"437978",6
"439005",8
"439039",4
"439165",7
"439171",4
"439180",7
"439196",5
"439200",10
"439454",12
"439460",7
"439479",4
"439491",6
"439624",6
"439649",9
"439655",5
"439661",11
"439670",7
"439686",11
"439692",13
"440003",3
"440005",6
"440006",7
"440009",2
"440013",4
"440121",15
"440357",2
"440491",7
"440492",7
"440493",1
"440494",3
"440495",3
"440496",3
"440502",6
"440503",6
"440504",3
"440505",3
"440506",4
"440507",3
"440527",3
"440528",5
"440529",4
"440530",2
"440533",6
"440534",7
"440535",3
"440536",4
"440537",4
"440538",3
"440542",5
"440543",3
"440547",2
"440548",1
"440551",6
"440552",8
"440553",3
"440555",1
"440557",2
"440558",5
"440559",1
"440560",2
"440561",2
"440562",3
"440564",5
"440565",2
"440566",2
"440568",1
"440570",5
"440571",2
"440572",4
"440573",2
"440574",2
"440589",5
"440590",4
"440591",3
"440592",2
"440593",2
"440594",2
"440595",6
"440596",5
"440597",3
"440598",2
"440599",4
"440600",2
"440609",5
"440612",1
"440613",3
"440615",4
"440616",5
"440617",2
"440618",1
"440619",1
"440621",7
"440622",7
"440623",3
"440624",3
"440625",3
"440626",3
"440630",4
"440631",1
"440632",2
"440633",2
"440646",5
"440647",2
"440648",2
"440649",1
"440652",5
"440653",2
"440654",1
"440655",2
"440656",1
"440661",7
"440662",3
"440663",2
"440664",4
"440667",4
"440668",3
"440669",2
"440670",4
"440671",2
"440672",3
"440673",1
"440683",7
"440684",8
"440685",4
"440686",6
"440687",4
"440688",3
"440689",3
"440692",5
"440693",5
"440694",2
"440695",5
"440696",3
"440697",2
"440703",4
"440704",5
"440705",3
"440706",3
"440707",2
"440708",4
"440712",7
"440713",4
"440728",7
"440729",3
"440734",5
"440735",2
"440740",6
"440741",4
"440781",5
"440807",5
"440816",9
"440822",11
"440831",14
"440847",8
"440853",7
"440904",8
"440910",5
"440929",7
"440935",6
"440941",7
"440972",6
"445155",7
"445161",4
"445170",7
"445237",6
"445243",7
"445252",6
"445268",8
"445274",8
"445280",7
"445299",7
"445300",15
"445319",12
"445325",5
"445326",6
"445327",4
"445328",3
"445329",4
"445330",5
"445356",7
"445357",4
"445358",3
"445361",1
"445363",1
"445371",3
"445372",6
"445393",14
"445394",8
"445572",11
"445965",6
"445996",6
"446000",6
"446016",7
"446022",5
"446031",5
"446062",6
"446078",8
"446084",10
"446090",9
"446135",5
"446141",6
"447003",5
"447005",8
"447007",5
"447008",6
"447010",5
"447015",5
"447017",5
"447022",1
"447023",2
"447024",6
"447030",6
"447353",6
"447362",6
"447365",6
"447378",4
"447384",7
"447390",3
"447404",3
"447501",16
"447517",8
"447523",4
"447532",5
"447554",4
"447560",12
"447562",3
"447567",3
"447718",7
"447724",6
"447730",5
"447749",5
"447755",6
"447757",4
"447761",8
"447770",9
"447775",8
"447776",4
"447777",8
"447786",4
"447821",8
"447822",5
"447823",4
"447824",2
"447825",3
"447826",3
"447837",2
"447838",3
"447839",2
"447840",2
"447842",1
"447843",4
"447845",1
"447846",4
"447847",4
"447848",4
"447850",2
"447899",3
"447900",10
"447925",3
"447931",4
"447940",3
"447962",6
"447971",4
"447987",5
"448007",2
"448013",3
"448015",4
"448044",8
"448302",9
"449005",5
"449009",13
"449461",9
"449462",8
"449464",9
"449465",6
"449466",7
"449467",6
"449468",5
"449469",5
"449470",4
"449482",3
"449484",2
"449487",6
"449488",10
"449491",2
"449493",5
"449508",4
"449514",4
"449520",9
"449633",9
"449709",7
"449721",4
"449730",6
"449731",10
"449746",5
"449752",5
"449761",5
"449777",5
"449783",11
"449792",4
"449803",4
"449812",9
"449828",11
"449834",6
"449840",6
"449859",5
"449865",5
"449896",10
"449900",4
"449916",9
"449922",6
"449962",5
"449978",7
"449984",5
"450009",5
"450210",6
"450417",5
"450423",4
"450432",5
"450448",14
"450454",6
"450460",8
"450479",8
"450485",6
"450491",9
"450505",6
"450511",7
"450520",9
"450536",7
"450542",5
"450551",6
"450567",6
"450573",7
"450582",6
"450598",7
"450602",6
"450618",7
"450624",6
"450630",12
"450649",6
"450655",6
"450670",8
"450686",7
"450692",6
"450706",6
"450712",7
"450721",6
"450737",5
"450738",3
"450743",1
"450752",5
"450768",7
"450774",6
"450780",7
"450799",6
"450800",8
"450819",7
"450825",8
"450831",6
"450840",7
"450856",6
"450862",5
"450871",7
"450913",4
"450938",15
"450990",6
"451005",11
"451026",8
"451094",7
"451108",7
"451139",13
"451270",7
"451531",3
"451547",3
"451553",3
"451562",6
"451578",4
"451604",4
"451650",9
"451651",6
"451652",4
"451653",5
"451654",4
"452533",8
"452542",8
"452558",7
"452589",5
"452595",6
"452609",9
"452646",9
"452652",6
"452677",10
"452771",11
"452780",5
"452878",7
"453374",8
"455401",3
"455422",10
"461800",1
"461838",10
"465003",8
"465005",9
"465007",9
"465009",7
"465011",10
"465013",16
"465015",9
"465019",9
"465021",9
"465025",10
"465027",10
"465029",6
"465033",6
"465224",10
"465306",9
"465312",11
"465487",10
"465493",4
"465590",9
"465601",9
"465610",5
"465626",7
"465632",8
"465641",4
"465657",7
"465663",6
"465672",6
"465675",5
"465676",5
"465677",4
"465678",5
"465679",8
"465827",12
"465895",7
"465909",7
"465921",20
"466065",5
"466080",17
"466162",11
"466178",8
"466190",10
"466250",6
"466266",3
"466272",5
"466301",11
"466317",8
"466348",14
"467005",13
"467006",15
"467309",11
"467321",8
"467337",10
"467345",10
"467352",8
"467364",7
"467373",7
"467385",10
"467462",12
"467478",6
"467484",14
"467504",13
"467515",8
"471662",6
"471735",12
"471942",5
"472112",7
"472231",6
"472369",7
"473001",4
"473002",4
"473003",5
"473004",4
"473005",6
"473006",5
"473007",5
"473008",6
"473009",4
"473010",4
"473011",4
"473012",4
"473013",5
"473014",3
"473015",5
"473016",3
"473017",4
"473018",5
"473019",5
"473020",4
"473021",5
"474981",10
"477060",4
"477091",7
"477120",13
"477173",4
"477198",8
"477202",5
"477203",5
"477218",4
"477219",3
"477224",1
"477230",3
"477231",3
"477249",3
"477250",4
"477255",4
"477256",3
"477261",4
"477262",3
"477270",2
"477271",2
"477292",3
"477293",3
"477306",1
"477307",1
"477343",6
"477344",3
"477352",4
"477353",2
"477368",4
"477369",3
"477374",4
"477375",3
"477380",1
"477399",4
"477400",3
"477401",3
"477402",3
"477419",4
"477425",4
"477431",6
"477440",11
"477456",5
"477783",2
"477792",2
"477803",5
"480505",4
"483005",11
"484101",2
"484105",4
"484106",2
"484107",2
"484109",7
"484110",2
"484112",2
"484116",1
"484118",5
"484119",2
"484121",1
"484125",1
"484127",1
"484128",1
"484131",1
"484132",4
"484134",4
"484137",3
"484138",1
"484139",2
"484145",4
"484146",1
"484147",1
"484149",1
"484150",3
"484151",2
"484157",4
"484158",2
"484160",2
"484161",2
"484163",4
"484164",1
"484166",3
"484167",3
"484169",2
"484170",1
"484174",1
"484177",2
"484180",4
"484181",3
"484183",1
"484184",3
"484187",1
"484188",1
"484190",1
"484199",3
"484200",3
"484203",2
"484205",1
"484206",1
"484208",1
"484209",2
"484211",3
"484212",3
"484213",3
"485302",4
"485306",6
"485318",7
"485324",11
"485330",6
"485349",6
"485355",5
"485361",7
"485370",9
"485386",8
"485392",10
"485412",9
"485421",1
"485437",9
"485443",5
"485452",5
"485468",5
"485474",2
"485480",9
"486112",5
"487500",5
"487522",7
"487531",6
"488119",11
"488131",11
"488156",8
"488275",8
"488301",8
"491272",10
"491561",10
"491612",13
"491628",3
"493183",8
"493189",7
"493197",11
"495565",11
"497010",5
"497035",1
"497587",3
"497593",3
"497607",5
"497622",7
"497645",4
"497651",3
"497670",6
"497676",6
"497682",4
"497691",3
"497702",2
"497711",3
"497727",4
"497733",8
"497742",5
"497758",4
"497764",4
"497773",5
"497789",4
"497795",6
"497809",5
"497815",4
"497821",5
"497840",6
"497846",5
"497852",6
"497861",5
"497877",4
"497883",5
"498005",7
"498007",3
"498015",9
"498017",8
"498021",8
"498022",7
"498027",7
"498030",11
"498031",7
"498037",10
"498038",8
"498039",9
"498046",10
"498047",7
"498061",6
"498067",9
"498077",5
"498078",5
"498083",7
"498087",9
"498092",5
"498097",11
"498098",8
"498103",10
"498107",8
"498112",12
"498128",7
"498134",8
"498136",8
"498140",6
"498145",11
"498159",4
"498162",2
"498163",5
"498164",8
"498165",4
"498166",7
"498167",11
"498168",5
"498169",12
"498171",10
"498177",15
"498180",8
"498187",7
"498196",8
"498197",3
"498200",10
"498207",6
"498216",7
"498217",9
"498222",3
"498227",10
"498231",8
"498237",4
"498247",6
"498248",8
"498253",8
"498257",9
"498262",9
"498267",9
"498277",10
"498278",7
"498284",8
"498287",7
"498290",1
"498297",3
"498304",5
"498307",5
"498310",4
"498317",9
"498327",7
"498329",4
"498335",5
"498337",8
"498341",6
"498347",4
"498349",6
"498350",8
"498357",8
"498366",7
"498372",8
"498382",6
"498398",6
"498402",4
"498418",6
"498574",7
"498575",7
"498576",5
"498577",11
"498579",5
"498580",3
"498583",10
"498584",7
"498585",9
"498586",9
"498587",8
"498588",10
"498589",7
"498590",11
"498591",12
"498592",13
"498593",7
"498594",4
"498595",9
"498596",7
"498601",8
"498603",15
"498604",10
"498605",8
"498606",10
"498619",5
"498620",10
"498622",8
"498623",12
"498624",8
"498625",13
"498631",13
"498632",6
"498633",10
"498634",9
"498636",6
"498637",8
"498638",4
"498639",5
"498640",7
"498641",8
"498643",8
"498644",6
"498645",7
"498646",8
"498650",6
"498651",9
"498652",7
"498653",10
"498654",7
"498656",8
"498657",10
"498658",6
"498659",7
"498660",5
"498662",10
"498663",5
"498664",6
"498665",5
"498666",5
"498667",8
"498668",7
"498669",5
"498671",7
"498672",7
"498673",9
"498674",5
"498675",5
"498676",4
"498678",5
"498679",5
"498680",4
"498681",7
"498682",6
"498683",1
"498684",7
"498685",4
"498687",7
"498688",3
"498689",4
"498690",9
"498691",6
"498693",7
"498694",3
"498695",5
"498721",4
"498892",4
"499295",5
"499346",7
"499352",5
"499434",9
"499436",7
"499440",8
"499459",10
"499465",8
"499471",7
"499480",7
"499496",9
"499500",10
"499516",8
"499522",4
"499531",9
"499562",3
"499578",6
"499590",4
"499604",5
"499635",6
"499641",5
"499672",6
"499681",6
"499962",3
"500081",1
"500082",1
"500083",1
"500084",1
"500085",1
"500086",1
"500087",1
"500088",1
"500089",1
"500090",1
"500091",1
"500092",1
"500093",1
"500094",1
"500095",1
"500096",1
"500097",1
"500098",1
"500099",1
"500100",8
"500101",1
"500102",1
"500103",1
"500104",1
"500105",1
"500106",1
"500107",1
"500108",1
"500109",1
"500110",1
"500111",1
"500112",1
"500113",1
"500114",1
"500115",1
"500117",1
"500118",1
"500119",1
"500120",1
"500121",1
"500122",1
"500123",1
"500124",1
"500125",1
"500126",1
"500127",1
"500128",1
"500129",1
"500130",1
"500131",1
"500132",1
"500133",1
"500134",1
"500135",1
"500136",1
"500137",1
"500138",1
"500139",1
"500140",1
"500141",1
"500142",1
"500143",1
"500144",1
"500145",1
"500146",1
"500147",1
"500148",1
"500149",1
"500150",1
"500151",1
"500152",1
"500154",1
"500155",1
"500156",1
"500157",1
"500158",1
"500159",1
"500160",1
"500161",1
"500162",1
"500163",1
"500164",1
"500165",1
"500166",1
"500167",1
"500168",1
"500169",1
"500170",1
"500171",1
"500172",1
"500173",1
"500174",1
"500175",1
"500176",1
"500177",1
"500178",1
"500179",1
"500180",1
"500181",1
"500182",1
"500183",1
"500184",1
"500185",1
"500186",1
"500187",1
"500188",1
"500193",1
"500194",1
"500195",1
"500196",1
"500197",1
"500198",1
"500199",1
"500200",1
"500201",1
"500202",1
"500203",1
"500205",1
"500206",1
"500207",1
"500208",1
"500209",1
"500210",1
"500215",1
"500216",1
"500217",1
"500218",1
"500219",1
"500220",1
"500221",1
"500222",1
"500223",1
"500224",1
"500225",1
"500226",1
"500227",1
"500242",1
"500243",1
"500244",1
"500247",1
"500248",1
"500249",1
"500250",1
"500251",1
"500252",1
"500592",5
"500941",3
"500957",6
"501303",3
"503121",4
"503135",3
"503142",3
"503143",2
"505096",9
"505097",7
"505099",8
"505100",14
"505101",8
"505102",7
"505103",13
"505104",7
"505105",7
"505106",7
"505107",4
"505108",7
"505110",15
"505140",1
"505730",6
"505749",9
"505755",11
"505770",7
"505786",12
"505821",6
"505837",11
"505840",11
"505843",10
"505868",10
"505874",5
"505880",5
"505899",6
"505900",8
"505931",8
"505940",7
"505993",13
"506022",8
"506038",10
"506050",13
"506069",9
"506081",4
"506090",5
"506101",7
"506126",6
"506137",7
"506138",5
"506141",7
"506142",7
"506157",9
"506172",5
"506188",4
"506194",4
"506208",3
"506239",4
"506276",4
"506282",4
"506291",6
"506302",12
"506322",7
"506327",4
"506333",4
"506336",7
"506340",8
"506357",7
"506358",6
"506361",8
"506364",5
"506370",4
"506409",6
"506461",6
"506600",5
"506616",4
"506617",4
"506618",2
"506619",1
"506620",1
"506622",6
"506623",4
"506624",3
"506626",5
"506627",3
"512684",4
"512769",6
"512802",6
"513096",6
"517641",7
"517658",6
"517662",2
"517882",11
"517904",7
"517911",9
"517925",8
"517946",9
"517950",10
"517971",11
"517988",8
"517992",7
"518007",4
"518011",7
"518100",5
"518117",5
"518138",5
"518142",5
"518159",8
"518163",6
"518170",6
"518184",6
"518191",7
"518206",4
"520408",6
"520454",10
"520607",6
"520611",11
"520628",4
"521251",6
"521264",6
"521285",6
"521292",8
"521307",9
"521332",6
"521349",6
"521353",6
"521360",9
"521395",6
"521417",8
"521459",8
"521510",4
"521527",11
"521548",7
"521552",10
"521573",9
"521594",8
"521602",7
"521616",6
"521620",5
"521637",11
"521641",5
"521658",8
"521662",5
"521683",6
"521690",10
"521705",8
"521730",8
"521747",7
"521751",10
"521768",8
"521789",7
"521793",8
"521815",14
"521822",8
"521836",5
"521840",12
"521857",6
"521861",9
"521878",8
"521882",8
"521899",9
"521904",9
"521946",10
"521950",8
"521967",9
"521992",11
"522007",7
"522011",6
"522028",7
"522032",6
"522578",9
"522582",10
"524232",4
"524266",9
"524270",2
"524287",5
"524313",6
"524320",8
"524465",4
"524472",6
"524728",5
"524781",5
"524842",3
"524859",4
"524891",6
"524931",8
"524948",4
"525041",6
"525123",6
"525144",5
"525165",5
"525190",6
"525212",5
"525233",5
"525296",6
"525322",4
"525343",4
"525350",9
"525364",9
"525392",7
"525474",4
"525495",3
"525584",7
"525591",6
"525606",7
"525610",7
"525627",7
"525631",5
"525673",12
"526002",3
"526003",2
"526019",2
"526023",3
"526040",6
"526044",4
"526051",4
"526065",5
"526181",8
"526195",6
"526200",8
"526217",9
"526221",6
"526222",9
"526462",11
"526601",13
"526615",11
"526704",4
"526705",4
"526706",8
"526707",2
"526708",7
"526709",1
"526710",7
"526711",4
"526712",2
"526713",1
"526714",6
"526715",2
"526716",9
"526717",3
"526718",7
"526719",3
"526720",7
"526721",3
"526722",5
"526723",1
"526724",6
"526725",7
"526726",2
"526727",2
"526728",6
"526729",2
"526730",6
"526731",2
"526732",5
"526734",5
"526735",2
"526736",7
"526737",2
"526746",5
"526747",3
"526750",3
"526751",1
"526767",3
"526768",2
"526771",4
"526772",3
"526793",4
"526801",4
"526815",7
"526822",4
"526856",4
"526860",2
"526881",4
"526945",8
"527010",11
"527027",9
"527031",9
"527048",4
"527052",3
"527094",6
"527102",7
"527120",3
"527137",5
"527141",5
"527158",3
"527162",4
"527183",10
"527205",4
"527230",4
"527268",7
"527272",3
"527289",5
"527293",4
"527301",4
"527315",11
"527322",3
"527336",3
"527340",3
"527357",4
"527361",4
"527399",3
"527411",5
"527425",3
"527432",4
"527446",5
"527450",4
"527467",4
"527471",5
"527488",5
"527492",4
"527500",7
"527514",3
"527521",5
"527556",12
"527560",5
"527577",4
"527581",6
"527598",3
"527603",7
"527610",5
"527624",3
"527645",7
"527652",4
"527666",7
"527670",4
"527687",7
"527691",4
"527709",7
"527713",7
"527734",4
"527741",14
"527755",3
"527776",16
"527780",4
"527797",4
"527802",3
"527819",3
"527823",6
"527844",6
"527851",11
"527865",6
"527872",6
"527890",3
"527908",6
"527912",4
"527933",9
"527940",3
"527954",4
"527961",4
"527975",5
"527982",6
"528001",9
"528015",3
"528022",3
"528036",5
"528057",14
"528061",8
"528078",6
"528082",4
"528099",4
"528104",3
"528125",9
"528146",5
"528150",4
"528171",10
"528188",3
"528192",4
"528200",3
"528221",3
"528235",8
"528242",7
"528260",8
"528277",4
"528281",4
"528298",4
"528310",4
"528324",3
"528331",3
"528345",5
"528366",9
"528370",3
"528387",6
"528391",4
"528409",4
"528413",5
"528420",4
"528441",4
"528455",4
"528476",8
"528480",5
"528497",10
"528502",3
"528519",3
"528544",7
"528551",5
"528565",6
"528586",4
"528590",5
"528608",13
"528629",7
"528633",8
"528640",7
"528654",4
"528661",6
"528682",7
"528696",3
"528701",7
"528718",3
"528722",3
"528739",3
"528743",6
"528750",5
"528764",6
"528785",8
"528792",4
"528860",16
"528881",7
"528895",9
"531293",3
"531488",6
"531521",7
"531535",11
"531823",3
"531824",3
"531830",2
"531831",1
"531844",5
"531845",3
"531851",4
"531852",3
"531865",4
"531866",3
"531872",3
"531873",3
"531887",7
"531891",4
"531908",7
"531912",6
"531940",4
"531954",11
"532214",7
"532413",3
"532519",7
"532523",5
"532530",9
"532551",3
"532565",3
"532572",6
"532612",5
"532633",2
"532640",3
"532654",3
"535422",8
"535457",9
"535841",6
"536713",2
"536714",3
"536715",4
"536716",3
"536717",3
"536718",3
"536719",2
"536720",3
"536721",3
"536722",4
"536723",3
"536724",3
"536725",3
"536726",3
"536727",3
"536729",3
"536730",3
"536731",3
"536732",2
"536733",3
"536734",2
"536735",3
"536736",4
"536737",3
"536738",3
"536739",2
"536740",2
"536741",3
"536742",4
"536743",3
"536744",3
"536745",5
"536746",5
"536747",3
"536748",3
"536749",3
"536750",2
"536751",4
"536752",5
"536753",4
"536754",6
"536755",2
"536756",2
"536757",3
"536758",1
"536759",2
"536760",4
"536761",3
"536762",3
"536764",1
"536765",3
"536766",2
"536767",3
"536768",3
"536769",2
"536770",3
"536771",3
"536772",4
"536773",4
"536774",4
"536775",2
"536776",3
"536777",4
"536778",5
"536779",3
"536780",2
"537060",3
"537077",3
"537081",6
"537103",3
"537110",3
"537124",1
"537131",3
"537145",5
"537152",3
"537166",3
"537170",7
"537187",4
"537191",3
"537209",4
"537213",1
"537220",5
"537234",3
"537255",4
"537262",3
"537280",2
"537297",2
"537302",3
"537319",3
"537323",1
"537330",3
"537344",3
"537351",4
"537365",4
"537372",3
"537386",4
"537390",3
"537408",5
"537412",7
"537429",3
"537433",5
"537440",4
"537454",4
"537461",4
"537475",4
"537482",4
"537496",4
"537501",4
"537522",2
"537539",1
"537543",1
"537550",3
"537564",3
"537571",3
"537585",3
"537592",3
"537611",5
"537628",8
"537695",7
"537700",12
"537717",3
"537721",7
"537738",5
"537759",5
"537763",4
"537770",4
"537784",5
"537791",6
"537810",6
"537827",4
"537831",5
"537848",5
"537852",6
"537873",4
"537880",9
"537894",6
"537902",9
"537916",4
"537920",4
"537937",5
"537941",5
"537958",4
"537962",4
"537979",5
"537983",4
"537990",5
"538002",8
"538019",5
"538023",4
"538030",4
"538044",7
"538051",4
"538065",13
"538072",4
"538086",6
"538108",4
"538129",9
"538133",3
"538140",4
"538154",5
"538190",5
"538815",8
"538840",8
"538857",9
"538861",5
"538869",3
"538872",6
"538911",12
"538992",5
"539011",8
"539028",13
"539032",5
"539049",5
"539053",6
"539060",12
"539074",12
"539081",10
"539096",9
"539101",7
"539117",2
"539118",1
"539121",3
"539122",2
"539138",3
"539139",2
"539143",3
"539159",8
"539163",9
"539170",8
"539184",9
"539227",8
"539604",6
"547512",9
"547513",9
"547514",3
"547516",2
"547517",5
"547519",3
"547526",7
"547527",6
"547528",5
"547529",3
"547530",4
"547531",4
"547601",8
"547657",8
"547658",3
"547661",7
"547662",4
"547678",5
"547679",3
"547682",4
"547683",2
"547699",5
"547700",3
"547705",2
"547712",3
"547924",8
"548886",9
"548890",7
"548929",7
"548940",7
"548941",1
"548954",5
"549132",7
"549221",8
"549303",5
"549310",6
"549370",5
"549420",3
"549519",12
"549523",10
"549530",9
"549544",7
"549565",7
"549572",6
"549849",5
"549853",6
"550481",6
"550500",5
"550591",5
"551512",6
"552006",4
"552560",6
"552577",8
"552687",12
"552713",8
"552755",10
"552762",9
"552776",4
"552780",3
"552797",5
"552802",5
"552823",2
"552830",2
"552844",2
"552851",3
"552865",3
"552872",3
"552886",1
"552890",2
"552908",1
"552912",5
"552929",4
"552933",5
"552940",5
"552954",3
"552961",5
"552975",2
"552982",3
"552996",8
"553001",4
"553015",7
"553022",4
"553036",4
"553040",6
"553057",3
"553061",3
"553078",1
"553082",2
"553104",1
"553111",1
"553125",3
"553132",3
"553146",4
"553167",2
"553171",5
"553188",3
"553192",3
"553200",3
"553214",7
"553221",3
"553235",4
"553242",5
"553256",3
"553260",1
"553277",1
"553281",3
"553298",3
"553303",1
"553310",3
"553324",3
"553331",2
"553352",3
"553366",4
"553370",2
"553387",4
"553391",2
"553409",3
"553413",2
"553420",4
"553434",3
"553441",1
"553455",3
"553462",3
"553476",2
"553480",2
"553497",3
"553502",3
"553519",4
"553523",1
"553530",3
"553544",6
"553551",5
"553565",3
"553572",4
"553586",5
"553590",6
"553608",3
"553612",6
"553629",4
"553633",4
"553654",2
"553661",3
"553675",3
"553682",3
"553696",3
"553701",3
"553718",2
"553722",4
"553739",4
"553743",4
"553750",6
"553764",3
"553771",1
"553785",2
"553792",2
"553811",4
"553828",3
"553832",2
"553849",4
"553853",4
"553860",2
"553874",4
"553881",1
"553895",4
"553900",3
"553917",2
"553921",4
"553938",6
"553942",3
"553959",1
"553963",5
"553970",3
"553984",4
"553991",2
"554003",3
"554010",2
"554031",1
"554045",5
"554052",5
"554066",1
"554070",4
"554087",4
"554091",3
"554109",1
"554113",1
"554120",7
"554134",3
"554141",3
"554155",2
"554162",3
"554176",3
"554180",3
"554197",4
"554202",4
"554219",2
"554223",4
"554230",2
"554244",2
"554251",3
"554265",3
"554272",5
"554286",5
"554290",4
"554308",5
"554312",6
"554329",3
"554333",3
"554340",3
"554354",3
"554361",3
"554375",3
"554382",3
"554396",3
"554401",2
"554418",3
"554422",7
"554439",7
"554443",5
"554450",2
"554464",6
"554471",3
"554485",4
"554492",4
"554507",3
"554511",6
"554528",2
"554532",2
"554549",2
"554553",11
"554560",2
"554574",5
"554581",4
"554595",3
"554617",3
"554621",3
"554638",4
"554642",4
"554659",3
"559140",7
"559154",7
"559161",9
"559182",9
"559196",8
"559218",7
"559222",7
"559239",5
"559243",6
"559250",10
"559264",9
"559271",5
"559285",11
"559292",9
"559311",7
"559328",9
"559332",6
"559353",6
"559360",8
"559374",9
"559381",7
"559395",9
"559400",10
"559417",6
"559421",10
"559438",9
"559442",9
"559459",6
"559463",6
"559470",8
"559484",5
"559491",12
"559506",11
"559510",7
"559527",9
"559531",7
"559548",8
"559552",10
"559569",10
"559573",7
"559580",7
"559594",7
"559602",6
"559616",6
"559641",9
"559662",5
"559679",7
"559683",7
"559840",4
"559841",3
"559857",3
"559858",2
"559861",6
"559862",2
"559879",4
"559883",5
"559925",5
"559932",4
"559946",7
"559950",6
"560127",6
"560202",5
"560393",6
"560401",10
"560635",6
"560642",9
"560656",10
"560660",8
"560677",17
"560703",6
"560710",3
"560724",7
"560813",5
"560820",6
"560834",5
"560841",6
"560855",5
"560862",5
"560876",8
"560880",5
"560897",6
"560902",6
"560923",5
"560930",9
"560944",5
"560951",5
"560965",6
"560972",8
"560986",4
"561012",5
"561051",6
"561072",5
"561089",5
"561115",4
"561178",6
"561182",5
"561199",5
"561204",5
"561225",6
"561232",7
"561288",4
"561300",8
"561314",4
"561321",6
"561335",4
"561342",6
"561356",5
"561377",5
"561381",6
"561398",8
"561403",6
"561410",7
"561424",7
"561431",5
"561445",6
"561452",8
"561466",7
"561470",8
"561487",7
"561509",6
"561520",12
"561541",5
"561580",6
"561597",5
"561708",9
"561712",11
"562055",6
"567275",10
"567282",10
"567296",6
"567318",8
"567322",9
"567338",9
"567350",9
"567364",6
"567371",9
"567385",12
"567392",5
"567408",5
"567428",7
"567432",4
"567449",4
"567453",4
"567460",6
"567474",11
"567481",4
"567495",6
"567517",7
"567521",7
"567538",4
"567563",6
"567570",5
"567584",8
"567610",6
"567627",5
"567631",5
"567673",3
"567680",10
"567694",1
"567702",5
"567717",5
"567720",9
"567737",3
"567741",9
"567758",4
"567762",5
"567783",8
"567790",9
"567800",5
"567805",8
"567812",3
"567830",6
"567869",5
"567873",4
"567890",5
"567958",1
"567982",5
"568001",4
"568018",4
"568263",8
"568291",5
"568306",4
"568310",6
"568352",6
"568512",9
"568513",13
"568514",9
"568515",4
"568526",8
"568527",6
"568528",4
"568530",6
"568532",8
"568533",5
"568534",2
"568535",5
"568536",1
"568539",4
"568540",4
"568541",3
"568547",6
"568548",4
"568549",2
"568551",7
"568553",4
"568554",3
"568555",3
"568556",8
"568557",8
"568558",6
"568559",5
"568560",4
"568561",6
"568562",5
"568601",5
"568615",9
"568622",7
"568636",5
"568640",6
"568657",6
"568661",5
"568678",7
"568681",7
"568712",5
"568717",10
"568725",4
"568726",4
"568904",2
"568911",2
"572479",3
"572483",5
"572490",2
"572505",3
"572512",2
"572526",3
"572530",3
"572547",3
"572551",3
"572568",2
"572572",1
"572615",4
"572622",5
"572636",6
"572640",5
"572657",4
"572661",6
"572678",2
"572682",4
"572699",4
"572711",1
"572725",3
"572732",3
"572746",3
"572750",3
"572767",3
"572771",2
"572788",1
"572792",4
"572800",6
"572814",3
"572821",1
"572835",6
"572842",3
"572856",3
"572860",4
"572877",2
"572881",4
"572898",4
"572903",2
"572910",3
"572924",2
"572931",1
"572945",1
"572952",1
"572970",4
"572987",4
"572991",4
"573006",2
"573010",4
"573027",3
"573031",2
"573048",2
"573052",3
"573073",2
"573080",3
"573094",2
"573102",2
"573116",3
"573120",5
"573137",3
"573141",3
"573158",3
"573162",3
"573179",3
"573183",3
"573190",8
"573205",3
"573212",2
"573226",1
"573230",2
"573247",2
"573251",3
"573268",4
"573272",3
"573289",3
"573293",2
"573301",4
"573315",3
"573322",1
"573336",3
"573340",2
"573357",3
"573361",3
"573378",3
"573382",3
"573399",2
"573404",3
"573411",1
"573425",1
"573432",1
"573446",1
"573467",3
"573471",3
"573488",2
"573492",1
"573514",2
"573521",1
"573535",1
"573542",3
"573556",3
"573560",3
"573577",2
"573581",1
"573598",2
"573603",3
"573610",3
"573624",4
"573631",7
"573645",4
"573652",4
"573666",3
"573670",4
"573687",3
"573691",5
"573709",1
"573713",4
"573720",4
"573734",3
"573741",1
"573762",6
"573776",2
"573780",2
"573797",2
"573802",2
"573819",1
"573823",1
"573830",1
"573844",3
"573851",3
"573865",4
"573872",3
"573886",3
"573890",3
"573908",2
"573912",3
"573929",3
"573933",6
"573940",3
"573954",4
"573961",2
"573975",2
"573982",3
"573996",4
"574001",1
"574015",3
"574022",3
"574040",3
"574061",4
"574078",2
"574082",3
"574104",3
"574111",3
"574125",4
"574132",1
"574146",2
"574150",2
"574167",5
"574171",5
"574188",3
"574192",2
"574200",3
"574214",5
"574221",5
"574235",4
"574242",6
"574256",3
"574260",3
"574277",6
"574281",5
"574298",4
"574310",2
"574311",7
"574313",6
"574314",7
"574315",6
"574316",6
"574317",6
"574318",7
"574323",5
"574324",1
"574325",7
"574326",8
