"KDSATKER","MAX(REVISION_NUMBER)"
"663782",8
"663796",5
"663801",6
"663818",6
"663822",6
"663839",7
"663843",7
"663850",6
"663864",6
"663871",6
"663885",6
"663892",7
"663907",6
"663911",5
"663928",11
"663932",6
"663933",5
"663934",3
"663935",2
"663949",6
"663950",8
"663951",3
"663952",3
"663953",7
"663954",4
"663955",3
"663956",2
"663960",7
"663961",6
"663962",5
"663964",2
"663974",7
"663975",8
"663976",4
"663978",4
"663981",7
"663982",8
"663983",4
"663985",4
"663995",5
"663996",4
"663997",3
"663998",2
"664000",6
"664001",11
"664002",3
"664004",5
"664014",6
"664015",7
"664016",6
"664020",3
"664021",6
"664022",6
"664023",3
"664024",3
"664035",7
"664036",10
"664037",3
"664038",3
"664042",5
"664043",5
"664044",2
"664046",3
"664056",3
"664057",4
"664059",1
"664060",9
"664061",7
"664062",3
"664063",3
"664065",6
"664066",4
"664077",6
"664078",4
"664079",3
"664080",3
"664081",7
"664082",6
"664083",3
"664084",1
"664098",3
"664099",4
"664101",3
"664103",4
"664104",6
"664105",5
"664107",3
"664110",3
"664111",5
"664124",4
"664125",5
"664126",2
"664127",1
"664128",2
"664131",5
"664132",4
"664133",4
"664134",2
"664136",2
"664145",9
"664146",3
"664147",4
"664148",3
"664152",7
"664153",3
"664154",3
"664166",5
"664167",3
"664168",2
"664169",2
"664170",8
"664172",1
"664173",6
"664174",4
"664175",5
"664176",3
"664187",7
"664188",5
"664189",4
"664190",4
"664191",6
"664192",3
"664194",4
"664195",6
"664196",5
"664197",3
"664198",1
"664199",1
"664209",12
"664210",9
"664211",9
"664212",8
"664213",8
"664214",9
"664215",2
"664216",1
"664220",7
"664221",8
"664222",6
"664223",2
"664241",8
"664255",4
"664262",8
"664276",14
"664280",10
"664297",11
"664302",7
"664323",4
"664344",5
"664351",3
"664365",5
"664372",6
"664386",5
"664390",3
"664408",7
"664412",6
"664429",4
"664433",5
"664454",4
"664461",7
"664475",4
"664482",4
"664522",8
"664523",6
"664539",6
"664540",3
"664544",4
"664565",4
"664572",5
"664586",5
"664593",7
"664612",4
"664629",5
"664633",5
"664650",4
"664654",2
"664661",3
"664675",7
"664682",4
"664696",8
"664701",3
"664770",7
"664771",4
"664772",5
"664773",5
"664774",4
"664775",5
"664776",6
"664777",5
"664784",6
"664785",4
"664786",4
"664787",3
"664788",2
"664789",4
"664790",5
"664792",3
"664848",6
"664852",6
"664869",6
"664873",6
"664880",7
"664941",7
"664958",7
"664960",3
"664962",7
"664979",7
"664983",6
"664990",4
"665065",4
"665072",8
"665086",3
"665090",4
"665108",4
"665112",4
"665129",3
"665133",3
"665140",4
"665154",2
"665161",2
"665171",2
"665175",5
"665182",3
"665196",3
"665201",2
"665218",4
"665222",4
"665239",2
"665243",3
"665250",2
"665264",3
"665271",1
"665285",4
"665292",3
"665307",3
"665311",5
"665328",7
"665332",6
"665349",5
"665353",5
"665360",3
"665374",3
"665381",4
"665395",3
"665400",3
"665417",5
"665421",5
"665438",5
"665442",4
"665459",3
"665463",3
"665470",2
"665484",4
"665491",5
"665506",5
"665510",5
"665527",3
"665531",4
"665548",3
"665552",4
"665569",2
"665573",3
"665580",4
"665594",3
"665602",3
"665616",1
"665620",3
"665637",5
"665641",3
"665658",4
"665662",4
"665679",3
"665683",2
"665690",5
"665705",2
"665712",5
"665726",2
"665730",4
"665747",3
"665751",2
"665768",2
"665772",4
"665789",5
"665793",5
"665801",5
"665815",4
"665822",3
"665840",7
"665857",4
"665861",4
"665878",4
"665882",3
"665899",1
"665904",3
"665911",3
"665925",3
"665932",3
"665946",4
"665950",3
"665967",2
"665971",2
"665988",3
"665992",4
"666011",9
"666028",11
"666032",8
"666341",5
"666358",6
"666362",5
"666379",4
"666383",5
"666390",6
"666405",6
"666472",8
"666473",6
"666474",4
"666475",2
"666476",2
"666489",6
"666490",4
"666491",5
"666493",7
"666494",3
"666495",5
"666496",3
"666497",4
"666498",2
"666499",2
"666501",6
"666502",7
"666503",3
"666504",4
"666505",3
"666507",3
"666523",3
"666650",6
"666651",6
"666652",3
"666653",4
"666654",4
"666655",6
"666656",4
"666700",10
"666760",6
"666777",6
"666798",7
"666803",9
"666955",4
"666962",3
"666976",6
"666980",6
"666997",8
"667002",6
"667016",6
"667020",5
"667037",7
"667041",4
"667058",9
"667062",9
"667079",11
"667083",8
"667090",9
"667112",7
"667126",6
"667130",9
"667147",12
"667151",9
"667168",8
"667172",5
"667189",7
"667193",6
"667201",7
"667215",8
"667222",8
"667236",10
"667240",9
"667257",9
"667261",8
"667278",8
"667282",9
"667299",9
"667304",10
"667311",8
"667325",8
"667332",12
"667346",8
"667350",8
"667367",6
"667371",14
"667388",7
"667392",8
"667400",8
"667414",10
"667421",7
"667435",9
"667442",8
"667456",11
"667460",8
"667477",10
"667481",6
"667498",6
"667503",7
"667510",9
"667524",7
"667531",7
"667545",8
"667552",8
"667587",8
"667591",6
"667652",11
"667719",4
"667723",5
"667730",5
"667744",6
"667751",7
"667752",7
"667765",8
"667772",6
"667773",3
"667774",5
"667775",3
"667776",3
"667777",3
"667778",3
"667779",4
"667780",3
"667782",4
"667783",3
"667784",5
"667785",3
"667786",8
"667787",4
"667788",3
"667789",5
"667790",11
"667791",4
"667793",4
"667794",4
"667795",3
"667796",4
"667797",3
"667798",4
"667799",5
"667800",3
"667808",7
"667812",4
"667829",5
"667861",6
"667882",7
"667896",10
"667901",8
"667944",4
"667964",3
"667971",4
"667985",3
"667992",6
"668004",4
"668341",6
"668419",4
"668423",5
"668451",1
"668465",6
"668486",9
"668490",7
"668508",9
"668512",4
"668529",9
"668533",9
"668540",14
"668554",11
"668561",7
"668575",11
"668582",8
"668596",8
"668601",9
"668618",12
"668622",10
"668639",9
"668643",13
"668650",7
"668664",7
"668671",7
"668685",11
"668692",8
"668707",8
"668711",8
"668728",8
"668732",12
"668749",7
"668753",10
"668760",8
"668774",8
"668781",10
"668795",10
"668800",7
"668817",8
"668821",9
"668838",11
"668842",8
"668859",8
"668863",10
"668870",9
"668884",5
"668891",6
"668906",5
"668910",3
"668927",6
"668952",3
"668969",3
"668973",3
"668994",8
"669009",6
"669034",5
"669041",7
"669055",5
"669062",7
"669076",6
"669080",7
"669097",4
"669102",5
"669119",5
"669123",5
"669130",6
"669165",2
"669172",3
"669186",1
"669190",1
"669208",4
"669212",4
"669229",2
"669233",4
"669240",1
"669254",3
"669261",2
"669275",6
"669282",2
"669296",3
"669301",3
"669318",4
"669322",3
"669339",3
"669343",3
"669350",3
"669364",3
"669371",1
"669385",3
"669392",5
"669407",5
"669411",4
"669428",3
"669432",4
"669449",3
"669453",4
"669460",2
"669474",4
"669481",1
"669495",2
"669500",2
"669517",3
"669521",3
"669538",4
"669542",5
"669559",4
"669563",3
"669570",3
"669584",4
"669591",4
"669606",4
"669610",3
"669627",3
"669631",3
"669648",3
"669673",4
"669680",3
"669694",1
"669702",3
"669716",1
"669720",4
"669737",1
"669741",3
"669758",1
"669762",2
"669779",3
"669780",3
"669783",6
"669790",4
"669805",3
"669812",3
"669826",4
"669830",3
"669847",2
"669868",2
"669872",4
"669889",3
"669893",3
"669901",5
"669915",5
"669922",4
"669936",2
"669957",4
"669961",6
"669978",2
"669982",3
"669999",2
"670007",2
"670011",2
"670028",3
"670032",1
"670053",2
"670060",3
"670074",2
"670081",1
"670095",6
"670184",3
"670185",3
"670191",4
"670192",4
"670206",4
"670210",6
"670211",3
"670227",6
"670228",4
"670231",5
"670232",4
"670248",3
"670249",3
"670252",8
"670269",11
"670273",11
"670280",9
"670294",7
"670302",7
"670316",8
"670320",7
"670337",7
"670341",10
"670358",11
"670362",7
"670379",7
"670383",7
"670390",19
"670405",7
"670536",6
"670557",5
"670561",5
"670578",5
"670582",7
"670599",8
"670611",4
"670625",4
"670632",7
"670646",5
"670650",6
"670688",6
"670692",6
"670700",8
"670714",8
"670721",10
"670735",7
"670742",10
"670756",22
"670760",6
"670777",6
"670778",2
"670780",2
"670785",4
"670787",5
"670790",6
"670810",11
"670824",6
"670831",11
"670845",6
"670852",8
"670870",7
"670891",9
"670892",15
"670900",2
"670901",2
"670902",3
"670903",2
"670909",7
"670913",7
"670920",7
"670934",7
"670941",8
"670955",7
"670962",7
"670976",7
"670980",5
"670997",5
"671002",9
"671016",7
"672821",10
"672828",5
"672838",10
"672839",7
"672840",8
"672841",5
"672842",13
"672843",9
"672844",7
"672845",9
"672846",7
"672847",12
"672848",12
"672849",9
"672850",6
"672851",8
"672852",6
"672853",6
"672854",9
"672859",7
"672863",6
"672906",6
"672910",4
"672911",3
"672927",2
"672928",2
"672931",1
"672948",1
"672949",1
"672952",5
"672953",3
"672969",4
"672970",3
"672973",2
"672980",4
"672981",3
"672994",2
"672995",2
"673009",2
"673010",2
"673013",4
"673014",5
"673020",3
"673021",4
"673034",6
"673035",4
"673041",4
"673042",4
"673055",4
"673056",3
"673062",5
"673076",7
"673102",4
"673254",5
"673495",8
"673500",9
"673517",8
"673521",11
"673538",6
"673542",5
"673559",10
"673563",9
"673570",6
"673584",6
"673610",4
"673627",4
"673631",7
"673648",2
"673652",2
"673669",6
"673673",5
"673680",4
"673694",5
"673702",4
"673720",2
"673737",6
"673758",6
"674238",3
"674242",3
"674259",4
"674263",2
"674270",3
"674284",3
"674291",3
"674306",3
"674310",3
"674331",6
"674348",4
"674352",5
"674369",9
"674373",2
"674380",2
"674394",3
"674402",4
"674416",1
"674420",3
"674437",3
"674441",3
"674458",3
"674462",3
"674479",3
"674483",3
"674505",1
"674512",3
"674526",4
"674530",3
"674547",5
"674551",3
"674568",1
"674572",4
"674589",3
"674593",3
"674601",3
"674615",3
"674622",2
"674636",2
"674640",2
"674657",3
"674661",1
"674678",3
"674682",3
"674699",1
"674704",2
"674711",1
"674725",2
"674732",1
"674746",5
"674750",3
"674767",4
"674771",3
"674788",3
"674792",3
"674800",6
"674814",3
"674842",2
"674856",4
"674860",1
"674877",2
"674881",2
"674898",2
"674903",3
"674910",10
"674931",1
"674945",4
"674952",6
"674966",4
"674970",3
"674987",7
"674991",4
"675006",1
"675010",3
"675027",4
"675031",4
"675048",6
"675052",2
"675069",2
"675073",2
"675080",3
"675102",1
"675137",5
"675141",4
"675158",4
"675162",5
"675179",1
"675183",2
"675190",4
"675205",2
"675212",5
"675230",3
"675247",3
"675251",3
"675268",2
"675272",1
"675289",2
"675293",4
"675301",3
"675315",3
"675322",1
"675336",3
"675340",2
"675357",3
"675361",6
"675378",3
"675382",3
"675399",1
"675404",3
"675411",4
"675425",3
"675432",3
"675446",4
"675450",4
"675467",4
"675471",3
"675488",3
"675492",2
"675500",5
"675521",5
"675522",3
"675523",5
"675524",8
"675525",5
"675526",8
"675556",5
"675560",9
"675577",6
"675581",13
"675598",5
"675603",4
"675610",5
"675624",6
"675631",9
"675645",7
"675652",6
"675671",7
"675720",6
"675734",6
"675741",5
"676298",4
"676303",3
"676310",3
"676324",3
"676331",3
"676345",3
"676352",4
"676366",2
"676370",1
"676391",2
"676409",2
"676413",2
"676420",3
"676434",6
"676441",3
"676455",15
"676462",2
"676476",2
"676480",2
"676497",2
"676502",3
"676530",3
"676544",4
"676551",2
"676565",5
"676572",3
"676586",3
"676608",2
"676612",4
"676629",2
"676630",6
"676633",4
"676640",3
"676654",4
"676661",4
"676682",1
"676696",5
"676701",3
"676718",4
"676722",4
"676739",6
"676743",2
"676750",4
"676764",3
"676771",3
"676785",3
"676792",1
"676807",2
"676811",4
"676828",1
"676832",3
"676849",4
"676853",2
"676860",3
"676874",3
"676881",2
"676895",2
"676900",2
"676917",2
"676921",1
"676938",3
"676942",3
"676959",1
"676963",4
"676970",3
"676984",2
"676991",7
"677003",3
"677010",7
"677024",9
"677045",6
"677111",5
"677113",4
"677120",5
"677134",5
"677141",3
"677155",3
"677176",7
"677181",5
"677197",3
"677202",2
"677219",3
"677265",3
"677272",2
"677286",5
"677290",2
"677308",4
"677312",5
"677329",3
"677333",4
"677340",7
"677354",9
"677361",3
"677375",5
"677382",5
"677501",11
"677502",7
"677503",6
"677504",8
"677505",6
"677506",7
"677507",2
"677509",2
"677510",4
"677511",1
"677515",7
"677516",7
"677517",6
"677518",7
"677519",7
"677520",5
"677521",8
"677522",5
"677523",7
"677524",6
"677525",4
"677526",8
"677527",7
"677528",6
"677529",7
"677530",8
"677531",2
"677532",8
"677533",6
"677534",8
"677535",6
"677536",4
"677537",4
"677538",9
"677539",5
"677540",10
"677541",4
"677542",6
"677543",3
"677544",5
"677545",1
"677546",1
"677547",2
"677548",1
"677549",2
"677550",1
"677551",2
"677552",4
"677553",3
"677554",2
"677555",1
"677556",3
"677557",5
"677558",4
"677559",7
"677560",10
"677561",5
"677562",9
"677564",7
"677565",8
"677566",4
"677567",6
"677568",7
"677569",7
"677570",6
"677571",5
"677572",5
"677573",5
"677574",6
"677575",6
"677576",5
"677591",10
"677592",9
"677593",6
"677594",6
"677595",7
"677596",7
"677597",7
"677598",6
"677599",6
"677600",8
"677601",10
"677602",8
"677603",7
"677604",11
"677605",9
"677606",7
"677607",10
"677608",7
"677609",8
"677610",12
"677611",10
"677612",5
"677613",11
"677614",6
"677615",9
"677616",9
"677617",5
"677618",10
"677619",12
"677620",11
"677621",7
"677622",6
"677623",7
"677624",10
"677625",7
"677626",6
"677627",7
"677628",6
"677629",8
"677630",8
"677631",6
"677632",9
"677633",6
"677634",7
"677635",12
"677636",7
"677637",10
"677638",4
"677641",5
"677642",5
"677805",3
"678143",2
"678164",2
"678171",4
"678185",6
"678192",3
"678207",3
"678211",3
"678228",4
"678232",3
"678249",3
"678253",3
"678260",3
"678274",10
"678281",5
"678295",3
"678300",4
"678317",2
"678321",1
"678338",3
"678342",3
"678359",3
"678363",3
"678370",3
"678384",4
"678391",4
"678406",5
"678410",5
"678427",7
"678431",3
"678448",3
"678452",3
"678469",4
"678473",3
"678480",3
"678494",3
"678502",3
"678516",4
"678520",3
"678537",2
"678541",3
"678558",3
"678562",3
"678579",3
"678583",2
"678590",4
"678605",2
"678612",7
"678626",3
"678647",3
"678651",3
"678668",3
"678672",3
"678689",3
"678693",4
"678701",3
"678715",3
"678722",3
"678736",3
"678740",2
"678757",7
"678761",2
"678778",4
"678782",4
"678799",3
"678804",3
"678811",5
"678825",5
"678832",2
"678846",2
"678850",3
"678867",3
"678871",3
"678888",2
"678892",3
"679000",4
"679017",4
"679021",2
"679038",3
"679042",3
"679059",3
"679063",3
"679070",2
"679084",3
"679091",1
"679106",2
"679110",3
"679127",2
"679131",3
"679148",2
"679152",3
"679169",3
"679173",3
"679180",2
"679194",4
"679202",1
"679216",2
"679220",2
"679237",3
"679262",5
"679279",4
"679305",3
"679312",3
"679326",3
"679330",5
"679347",3
"679351",3
"679368",2
"679372",4
"679389",4
"679393",5
"679401",3
"679415",3
"679422",5
"679423",4
"679424",4
"679426",1
"679436",1
"679440",1
"679457",3
"679461",3
"679478",3
"679482",3
"679499",3
"679504",3
"679511",3
"679525",3
"679532",4
"679546",1
"679550",3
"679567",4
"679571",3
"679588",4
"679592",2
"679600",3
"679614",4
"679621",5
"679635",9
"679642",3
"679656",3
"679660",4
"679677",3
"679681",3
"679698",3
"679703",3
"679710",3
"679724",4
"679731",4
"679745",5
"679752",3
"679766",3
"679770",3
"679787",5
"679791",3
"679809",3
"679813",6
"679820",3
"679834",2
"679841",3
"679855",2
"679862",4
"679876",1
"679897",5
"679902",4
"679919",1
"679923",3
"679930",1
"679944",3
"679951",2
"679965",4
"679972",5
"679986",6
"679991",6
"680001",4
"680015",2
"680036",3
"680040",2
"680057",3
"680061",2
"680078",2
"680082",4
"680099",3
"680104",4
"680111",5
"680125",6
"680132",1
"680146",4
"680150",3
"680167",3
"680171",3
"680188",1
"680192",3
"680200",2
"680214",4
"680242",2
"680256",1
"680260",1
"680277",3
"680298",2
"680303",4
"680310",4
"680324",5
"680331",3
"680345",3
"680352",3
"680366",5
"680370",2
"680387",3
"680391",1
"680409",3
"680413",4
"680420",3
"680434",3
"680441",2
"680455",3
"680462",3
"680476",4
"680497",6
"680502",1
"680519",3
"680523",4
"680530",4
"680544",3
"680551",3
"680565",5
"680572",6
"680586",4
"680590",3
"680608",4
"680612",6
"680640",6
"680654",5
"680661",5
"680675",7
"680682",8
"680696",10
"680701",8
"680718",7
"680722",13
"680739",6
"680743",6
"680750",6
"680764",13
"680771",10
"680970",4
"680984",1
"680991",1
"681003",1
"681010",2
"681024",4
"681031",2
"681045",3
"681052",1
"681066",2
"681070",6
"681091",5
"681109",2
"681113",2
"681120",2
"681134",3
"681141",3
"681155",4
"681162",3
"681197",4
"681202",2
"681219",3
"681223",4
"681230",3
"681244",2
"681251",2
"681265",2
"681272",3
"681286",1
"681290",1
"681308",3
"681329",3
